YEAR,MO,DY,Temperature,Relative_Humidity,Specific_Humidity,Precipitation,Pressure,Wind_Speed,Wind_Direction,pm25
2017,1,2,26.67,79.38,17.03,0.22,100.49,2.81,90.94,84
2017,1,3,26.91,77.19,16.91,0.06,100.46,1.99,106.56,109
2017,1,4,26.06,80.62,16.85,0,100.39,2.52,115,128
2017,1,5,26.54,81,17.27,0,100.34,3.47,83.19,118
2017,1,6,26.63,79.31,17.09,0.01,100.23,3.06,103.19,87
2017,1,7,25.89,83.12,17.21,0,100.22,3.86,98.5,104
2017,1,8,25.99,81.31,16.78,0,100.25,3.5,112.88,68
2017,1,9,26.44,78.81,16.48,0,100.27,3.05,119.69,79
2017,1,10,26.78,76.5,16.42,0,100.35,2.31,104.19,99
2017,1,11,26.55,77.44,16.36,1.47,100.38,1.77,122.31,112
2017,1,12,26.52,79.31,16.91,0.86,100.28,1.75,298.31,116
2017,1,13,27.84,74.62,17.09,6.63,100.22,1.6,268.69,123
2017,1,14,25.81,84.94,17.58,11.49,100.31,1.57,183.12,112
2017,1,15,25.48,87.81,17.82,3.49,100.46,1.88,95.88,118
2017,1,16,25.45,88.12,17.82,3.78,100.43,3.34,146.62,87
2017,1,17,26.27,82.25,17.33,0.02,100.51,2.61,103.94,103
2017,1,18,26.64,75.81,16.24,0.03,100.68,1.98,47.94,105
2017,1,19,26.29,76.88,16.17,0.09,100.62,2.53,73,125
2017,1,20,26.09,80.19,16.72,0.73,100.65,2.11,104.62,130
2017,1,21,25.9,77.62,15.87,0.4,100.81,2.32,74.38,109
2017,1,22,26.29,74.69,15.69,0.01,100.81,2.71,78.06,121
2017,1,23,26.51,70.81,15.01,0,100.75,2.23,72.31,106
2017,1,24,26.52,74.62,15.81,0.58,100.77,2.11,71.69,111
2017,1,25,26.76,81.31,17.52,1.69,100.78,2.15,81.56,133
2017,1,26,26.89,73.06,15.75,0.05,100.7,2.69,145.88,96
2017,1,27,25.24,64.38,12.45,0,100.72,2.12,56.69,89
2017,1,28,25.39,66.75,12.94,0,100.61,2.08,191.62,124
2017,1,29,26.07,74.19,15.01,0,100.63,1.56,137.31,110
2017,1,30,25.83,77.69,15.75,0,100.58,1.77,180.38,90
2017,1,31,26.76,70.94,15.08,0,100.54,1.41,147.19,101
2017,2,1,27.19,72.81,15.93,1.61,100.55,1.62,182.38,104
2017,2,2,25.91,86.62,18.01,3.85,100.62,1.19,301.69,92
2017,2,3,25.87,80.69,16.6,0.25,100.55,2.21,125.5,87
2017,2,4,27.17,73.88,16.11,0.08,100.44,1.15,171.06,78
2017,2,5,27.46,75.06,16.6,0.27,100.37,2.65,238.56,75
2017,2,6,27.22,68.69,14.65,0.01,100.4,2.12,196.5,93
2017,2,7,25.8,66.5,12.7,0.07,100.46,2.07,178.56,94
2017,2,8,25.93,67.12,12.88,0,100.51,1.84,130.12,120
2017,2,9,26.88,68.12,13.85,0,100.49,1.93,105.19,106
2017,2,10,26.77,69.69,14.47,0.04,100.6,2.1,166.88,117
2017,2,11,27.05,58.06,12.21,0,100.8,3.23,58.56,102
2017,2,12,25.97,57,11.17,0,100.91,1.97,45.19,105
2017,2,13,26.3,56.44,11.17,0,100.98,1.95,67.75,121
2017,2,14,26.58,61.31,12.57,0,101.06,2.83,63.69,118
2017,2,15,26.9,59,12.33,0,100.93,3.27,57.25,97
2017,2,16,25.21,58.25,10.74,0,100.84,2.23,95.81,109
2017,2,17,26.76,64.62,13.49,0,100.77,2.78,98.44,113
2017,2,18,28.23,64.12,14.47,0,100.77,1.82,122.69,122
2017,2,19,28.03,64.5,14.59,0.01,100.61,2.32,169.31,122
2017,2,20,27.51,69.56,15.26,0.07,100.47,3.07,125.81,94
2017,2,21,28.9,67.75,15.87,0.17,100.51,3.09,125.56,75
2017,2,22,28.7,70.19,16.48,0.49,100.55,3.84,116,73
2017,2,23,29.05,65.75,15.26,0,100.57,4.23,120.62,74
2017,2,24,28.92,66.12,15.44,0.09,100.65,4.39,116.62,76
2017,2,25,29.62,61.25,14.77,0.33,100.49,2.55,92.38,117
2017,2,26,29.03,63.94,15.38,1.05,100.47,2.34,85.19,128
2017,2,27,29.93,57.88,14.34,0.01,100.51,2.61,63.69,117
2017,2,28,30.03,55.06,13.67,0.1,100.44,2.48,84.81,94
2017,3,1,29.99,56.75,14.22,0.48,100.46,1.77,105.06,104
2017,3,2,29.6,54.25,13.31,0,100.48,1.85,102.69,119
2017,3,3,28.9,54.56,12.63,0,100.35,2.58,136.38,132
2017,3,4,28.6,58.5,12.88,0,100.35,2.61,161.94,136
2017,3,5,28.16,64.81,14.22,0,100.38,2.84,141.25,97
2017,3,6,28.41,66.31,15.01,0,100.36,3.09,140.69,88
2017,3,7,28.37,60.38,13.12,0,100.42,4.29,132.81,87
2017,3,8,27.99,62.81,13.31,0,100.48,4.19,120.81,85
2017,3,9,28.12,60.62,13.06,0,100.43,5.09,124.38,81
2017,3,10,28.64,61.75,13.61,0,100.41,4.19,132.81,94
2017,3,11,28.62,64.19,14.28,0,100.49,3.88,143.75,101
2017,3,12,28.74,62.94,14.22,0,100.51,3.4,150.06,85
2017,3,13,29.62,60.69,14.71,0.01,100.48,3.23,157.19,91
2017,3,14,28.44,67.06,15.87,0.01,100.51,3.31,156.31,80
2017,3,15,29.5,63.38,15.26,0.01,100.43,4.2,134.31,101
2017,3,16,29.29,67.69,16.54,0.04,100.35,4.5,134.81,96
2017,3,17,29.51,65.44,16.24,0.01,100.41,4.99,129.94,89
2017,3,18,29.34,66.56,15.99,0.44,100.58,5.48,132.69,87
2017,3,19,29.37,67.62,16.48,0.02,100.59,3.87,134.44,94
2017,3,20,30.45,59.94,15.08,0,100.5,4.22,128.44,97
2017,3,21,30.14,62.62,15.93,0.28,100.45,3.91,146.19,5
2017,3,22,29.26,64.25,15.69,1.95,100.4,4.16,153.56,13
2017,3,23,29.73,63.19,15.5,0,100.41,5.19,131.69,56
2017,3,24,30.02,63.56,15.93,0,100.51,5.44,128.31,65
2017,3,25,29.64,64.5,15.93,0.01,100.55,5.62,118.88,67
2017,3,26,29.58,59.12,13.67,0.25,100.58,4.8,113.31,70
2017,3,27,30.26,54.5,13.37,0.66,100.66,4.46,110.75,87
2017,3,28,30.79,54,14.1,0.11,100.59,4.07,109.25,95
2017,3,29,29.48,60,14.89,0.21,100.66,3.48,103.81,90
2017,3,30,30.26,55.88,14.1,0.05,100.69,4.28,107.94,109
2017,3,31,30.3,60.12,15.44,0.37,100.61,3.92,117.94,88
2017,4,1,28.24,70.31,16.48,1.9,100.59,2.89,103.12,92
2017,4,2,29.61,61.75,15.08,2.41,100.58,2.32,97.94,110
2017,4,3,29.44,65,15.99,0.6,100.58,2.97,150.69,97
2017,4,4,29.97,62.06,15.56,0.89,100.54,3.76,135.56,114
2017,4,5,28.17,69.25,16.24,1.13,100.49,3.77,109.25,81
2017,4,6,27.59,77.94,17.52,14.17,100.37,3.54,105.69,71
2017,4,7,28.51,73.69,17.33,0.06,100.39,5.19,117.44,76
2017,4,8,29.73,67.12,16.54,0.02,100.38,5.17,123.12,87
2017,4,9,30.06,66.94,16.97,0.57,100.33,4.95,130.31,73
2017,4,10,30.54,67.12,17.33,0.01,100.26,4.58,144.38,67
2017,4,11,31.29,63.75,16.78,0,100.2,3.41,157.94,66
2017,4,12,31.43,62.75,16.72,0,100.27,3.94,150.75,74
2017,4,13,30.87,61.88,16.11,0,100.49,4.96,130.56,61
2017,4,14,30.85,55,13.67,0,100.45,5.38,120.25,36
2017,4,15,30.97,56,14.28,0,100.38,4.83,115.75,53
2017,4,16,30.9,59.62,15.5,0,100.39,5.34,132.5,48
2017,4,17,31.26,58.31,15.56,0,100.42,3.91,146.69,37
2017,4,18,31.62,57.88,15.87,0.61,100.37,3.33,158.81,48
2017,4,19,31.83,57.75,15.93,0.01,100.34,3.8,177.5,49
2017,4,20,31.92,59.69,16.6,0.01,100.37,4.01,176.69,31
2017,4,21,32.34,59.19,16.54,0.41,100.31,3.64,191.19,38
2017,4,22,32.37,59.56,16.85,4.25,100.29,2.61,206.12,72
2017,4,23,30.51,65.56,17.52,0.16,100.39,2.89,159.06,81
2017,4,24,30.05,66.06,17.09,0.16,100.46,3.4,139.94,70
2017,4,25,30.05,66.62,17.15,0.82,100.42,3.18,146.44,70
2017,4,26,31.62,58.38,15.75,0.09,100.38,3.55,145.81,76
2017,4,27,30.58,63.81,16.97,1.69,100.42,2.3,154.38,70
2017,5,3,31.78,59.94,16.72,0.05,100.41,1.84,164,49
2017,5,4,31.41,62.69,17.4,4.11,100.4,2.7,162.38,33
2017,5,5,30.5,66.81,17.46,3.49,100.53,2.49,169.31,87
2017,5,6,29.4,71,17.64,0.9,100.66,3.92,111.31,77
2017,5,7,30.37,63.5,16.36,0.21,100.6,3.34,124.56,94
2017,5,8,30.59,63.25,16.42,0.28,100.42,3.65,121.88,88
2017,5,9,29.72,68.19,17.27,1.3,100.37,3.52,131.38,77
2017,5,10,29.4,68.56,17.09,1.59,100.48,4.09,109.44,67
2017,5,11,30.46,61.56,15.93,1.79,100.44,4.26,111.31,64
2017,5,12,30.93,60.44,15.99,0.47,100.34,4.62,120.75,65
2017,5,13,30.58,66.06,17.33,0.81,100.26,3.3,130.06,91
2017,5,14,28.28,78.81,18.86,3.86,100.26,2.61,122,85
2017,5,15,29.1,76.44,18.92,2.98,100.16,2.58,147.38,81
2017,5,16,28.5,82.75,20.02,13.68,100.14,2.5,206.19,110
2017,5,17,28.65,81.25,19.71,13.36,100.18,1.55,232.19,86
2017,5,18,28.98,80.94,20.02,6.87,100.3,2.1,202.44,81
2017,5,19,28.52,84.81,20.51,17.72,100.29,2.8,230.44,73
2017,5,20,28.8,82.38,20.2,3.67,100.13,2.64,234.06,106
2017,5,21,29.33,79.38,19.96,1.66,100.04,3.09,226.62,67
2017,5,22,28.92,80.88,19.96,3.12,100.16,3.27,221.31,66
2017,5,23,29.45,76.75,19.35,0.23,100.22,2.78,224.88,69
2017,5,24,29.73,74.62,19.1,0.42,100.16,2.84,231.81,71
2017,5,25,30.19,71.75,18.62,0.82,100.15,2.69,237.31,80
2017,5,26,29.26,75.12,18.74,1.26,100.18,2.92,228.69,77
2017,5,27,28.84,79.25,19.29,3.45,100.16,2.97,230.75,84
2017,5,28,28.88,78.69,19.17,6.37,100.17,2.5,238.25,71
2017,5,29,27.98,83.31,19.47,4.43,100.27,2.04,251.56,91
2017,5,30,28.03,82.62,19.35,2.46,100.34,2.03,184.81,107
2017,5,31,29.4,75.5,18.98,0.17,100.31,1.98,194.5,109
2017,6,1,29.25,76.12,19.04,0.34,100.26,2.77,220.19,38
2017,6,2,29.15,80.12,19.9,1.78,100.31,3.91,236,36
2017,6,7,27.78,78.56,17.88,0.98,100.43,3.56,240.31,38
2017,6,8,28.26,76.75,18.01,1.8,100.32,3.31,249.88,62
2017,6,9,29.67,71.5,17.88,0.47,100.23,3.02,229.25,68
2017,6,10,28.4,79.25,18.92,2.1,100.34,2.82,241.56,70
2017,6,11,28.22,77.69,18.13,4.47,100.38,3.94,254.62,107
2017,6,12,28.57,71.81,17.09,1.39,100.28,2.65,251.44,93
2017,6,13,29.76,68.5,17.21,0.12,100.31,3.36,248.5,92
2017,6,14,28.22,78.12,18.37,1,100.48,3.59,235.69,81
2017,6,15,29.67,70.06,17.52,0.02,100.38,2.54,239.5,72
2017,6,16,29.69,70.94,18.01,0.52,100.29,2.47,228.81,91
2017,6,17,28.25,82.31,19.59,15.48,100.18,2.66,220.44,89
2017,6,18,28.6,78.88,18.98,2.62,100.17,3.37,220.5,85
2017,6,19,29.17,73.5,18.07,0.28,100.18,3.64,239.44,82
2017,6,20,28.36,77.5,18.37,2.5,100.23,4.37,242,76
2017,6,21,27.53,85.12,19.47,17.05,100.22,3.01,250.75,88
2017,6,22,26.05,91.62,19.35,15.49,100.27,3.28,243.75,104
2017,6,23,26.94,83.44,18.31,1.29,100.21,3.09,259.69,86
2017,6,24,26.56,86.06,18.62,4.98,100.14,3.06,248.25,79
2017,6,25,27.11,81.56,18.13,1.42,100.23,3.21,248.25,62
2017,6,26,27.51,82.81,18.8,1.45,100.29,2.33,239.31,78
2017,6,27,27.67,82.81,19.04,1.66,100.29,2.59,212.19,92
2017,6,28,27.26,87.56,19.71,18.92,100.34,2.89,189,61
2017,6,29,27.41,84.75,19.23,0.87,100.32,2.52,198.25,61
2017,6,30,27.51,84.81,19.35,4.2,100.28,2.41,209.31,68
2017,7,1,27.68,82.94,19.04,0.74,100.3,2.63,229.94,78
2017,7,2,28.2,80.06,18.8,0.69,100.29,2.73,248.44,73
2017,7,3,27.9,81.69,19.04,0.16,100.27,2.73,249.38,79
2017,7,4,27.88,79.12,18.25,1.49,100.3,3.11,249.44,77
2017,7,5,27.05,84.25,18.62,4.47,100.39,2.66,256,100
2017,7,6,26.58,85.56,18.49,4.28,100.44,2.95,241.19,94
2017,7,7,27.52,81.31,18.37,4.12,100.38,2.87,242.88,104
2017,7,8,27.92,79.94,18.49,2.22,100.42,2.55,246.12,85
2017,7,9,27.76,82.12,18.98,8.46,100.41,2.27,252.5,75
2017,7,10,27.44,85.44,19.47,5.83,100.33,2.82,239.62,87
2017,7,18,26.12,85.88,18.01,0.57,100.48,2.91,228.19,94
2017,7,19,25.51,89.25,18.19,14.05,100.35,2.62,246,103
2017,7,20,26.05,87.31,18.31,9.84,100.23,4.09,256.5,100
2017,7,21,25.8,88.19,18.25,4.25,100.36,3.4,237.69,83
2017,7,22,26.6,86.38,18.68,8.59,100.41,3.32,246.38,80
2017,7,23,26.8,85.31,18.68,2.23,100.28,3.67,253.5,83
2017,7,24,26.31,90.81,19.53,12.83,100.11,4.71,253.12,89
2017,7,25,25.55,90.88,18.68,8.18,100.05,5.8,235.69,66
2017,7,26,26.48,88.25,19.04,12.82,100.04,4.86,229.94,67
2017,7,27,26.23,90.94,19.41,10.68,100.19,4.15,234.81,51
2017,7,28,26.9,87.06,19.23,0.14,100.3,4.3,231.5,56
2017,7,29,27.38,85.94,19.47,0.07,100.22,4.52,242.5,63
2017,7,30,27.58,85.19,19.53,2.25,100.16,4.73,237.25,71
2017,7,31,27.4,89.69,20.51,23.81,100.18,4.48,237.62,68
2017,8,1,27.59,88,20.26,1.73,100.28,4.26,233.62,70
2017,8,2,27.54,88.69,20.32,6.53,100.24,4.28,235.25,76
2017,8,3,27.4,89.44,20.45,2.58,100.11,4.4,233.62,72
2017,8,4,26.91,90.12,20.02,34.79,100.07,4.3,225.06,72
2017,8,5,26.41,90.38,19.47,19.83,100.23,3.3,222.19,85
2017,8,6,27.22,87.12,19.59,4.21,100.32,2.34,201.94,94
2017,8,7,27.44,87.38,19.9,0.11,100.35,2.18,256.06,93
2017,8,8,27.46,87.44,19.96,0.14,100.4,2.42,235.38,76
2017,8,9,27.08,87.56,19.53,0.11,100.42,2.82,226.5,60
2017,8,10,26.83,89.56,19.71,0.14,100.34,2.24,233.38,81
2017,8,11,27.08,88.62,19.84,0.31,100.3,2.42,241.88,71
2017,8,12,27.23,87.62,19.71,1.25,100.33,2.23,232.5,88
2017,8,13,27.52,86.94,19.9,2.09,100.37,2.58,218.88,57
2017,8,14,27.22,87,19.53,5.19,100.4,2.75,222.44,54
2017,8,15,26.69,90.31,19.78,24.75,100.33,3.12,232.31,44
2017,8,16,26.46,88.62,19.1,2.68,100.22,2.46,237.56,60
2017,8,17,26,88.88,18.68,5.18,100.14,3.01,248.44,72
2017,8,18,25.23,86.94,17.46,8.07,100.26,3.98,269.19,62
2017,8,19,26.55,85.94,18.55,0.76,100.26,2.54,248.62,89
2017,8,20,26.65,87.62,19.04,2.49,100.23,2.76,257.62,65
2017,8,21,26.9,87.5,19.35,0.6,100.11,2.91,258,74
2017,8,22,26.58,89.75,19.53,4.76,100.1,4.02,251.5,54
2017,8,23,25.83,92.25,19.29,6.79,100.18,3.86,242.19,49
2017,8,24,26.9,87,19.17,2.96,100.21,2.97,245.62,51
2017,8,25,26.48,91.94,19.96,19.44,100.17,2.89,245.69,58
2017,8,26,25.86,91.38,19.1,9.31,100,3.55,251.94,58
2017,8,27,26.16,88.12,18.68,2.65,100.08,3.62,221.62,31
2017,8,28,26.98,86.06,19.04,0.68,100.24,2.91,209.38,49
2017,8,29,27.12,85.38,19.04,0.38,100.27,2.33,245.75,75
2017,8,30,26.9,86.5,19.1,0.1,100.32,1.88,219.62,103
2017,8,31,27.15,85.69,19.17,0.15,100.37,2.22,256.75,112
2017,9,1,27.24,86.44,19.47,1.18,100.36,2.61,243,80
2017,9,2,27.54,84.62,19.29,0.09,100.26,3.1,257,59
2017,9,3,27.78,85.19,19.71,2.42,100.24,2.72,240.69,53
2017,9,4,27.49,87.81,20.08,8.99,100.3,2.74,223.75,52
2017,9,5,27.89,85,19.78,3.41,100.34,2.38,206.31,63
2017,9,6,27.6,86.75,19.96,0.72,100.33,2,228.62,58
2017,9,11,27.29,86.94,19.59,3.92,100.42,3,226.75,96
2017,9,12,27.39,83.12,18.74,2.44,100.41,2.7,251.06,104
2017,9,13,28.15,81.88,19.35,8.69,100.26,2.4,257.12,103
2017,9,14,27.48,86.62,19.84,2.22,100.03,3.13,268.38,60
2017,9,18,27.76,84.5,19.53,1.79,100.45,2.74,310.75,66
2017,9,19,27.18,88.38,19.84,2.97,100.36,2.13,264.62,82
2017,9,20,26.77,87.56,19.17,2.14,100.27,2.14,207.5,123
2017,9,21,26.9,87.88,19.41,3.99,100.15,2.59,193.06,139
2017,9,22,26.3,88.12,18.8,8.37,100.26,2.05,211.62,94
2017,9,23,26.52,89.19,19.29,6.48,100.32,3.11,197.44,69
2017,9,24,26.31,89.75,19.17,6.02,100.25,3.27,224.81,62
2017,9,25,26.62,90.81,19.84,15.35,100.25,3.75,228.5,64
2017,9,26,26.58,88.5,19.23,0.29,100.34,1.99,253.12,81
2017,9,27,27.13,87.81,19.65,0.56,100.32,2.41,260.19,82
2017,9,28,26.9,88.62,19.59,2.38,100.27,2.03,242.5,61
2017,9,29,27.38,85.88,19.41,5.19,100.35,2.14,202.56,96
2017,9,30,26.91,89.38,19.78,6.03,100.47,2.04,201.12,47
2017,10,1,26.84,88.19,19.41,23.67,100.39,2.49,219,65
2017,10,2,26.11,91.31,19.35,14.78,100.27,4.11,221.81,51
2017,10,3,25.96,87.12,18.19,12.92,100.38,1.83,197.25,51
2017,10,4,26.94,83.94,18.43,5.83,100.43,1.91,163.06,58
2017,10,5,27.79,82.62,19.17,1.66,100.37,1.35,257.94,89
2017,10,6,26.61,89.12,19.47,2.01,100.32,1.74,210.5,65
2017,10,7,26.29,89.44,19.17,0.66,100.25,1.84,197.56,86
2017,10,8,27.84,81.81,19.04,4.02,100.15,1.98,123.62,76
2017,10,9,27.21,85.75,19.35,14.39,100.02,1.73,200.75,106
2017,10,10,27.67,83.81,19.35,0.07,100,2.67,158.44,75
2017,10,11,26.98,88.56,19.78,4.48,100.17,1.66,200,67
2017,10,12,27.47,85.62,19.59,4.88,100.14,2.13,245.12,95
2017,10,13,26.58,92.69,20.26,34.19,100.06,2.75,280.94,82
2017,10,14,26.05,91.19,19.23,22.24,100.14,2.49,242.56,71
2017,10,15,26.02,92.75,19.59,9.27,100.09,3.82,246.06,43
2017,10,16,26.34,89.88,19.29,1.57,100.19,3.26,259.12,57
2017,10,17,25.86,91.75,19.17,9.2,100.29,2.54,276.38,70
2017,10,18,25.94,91.5,19.17,20.04,100.34,3.45,284.88,69
2017,10,19,26.25,91.19,19.47,5.15,100.3,2.44,291.44,69
2017,10,20,26.63,89.5,19.41,7.34,100.42,1.78,193.56,72
2017,10,21,26.07,92.62,19.59,4.7,100.39,1.85,251.88,84
2017,10,22,26.45,90.88,19.59,11.64,100.43,2.88,160.31,58
2017,10,23,25.77,92.44,19.17,44.79,100.54,3.32,146.38,69
2017,10,24,27.05,86.12,19.04,2.61,100.65,1.62,147.62,106
2017,10,25,27.08,86.25,19.1,0.59,100.67,1.68,204.44,107
2017,10,26,26.8,84.06,18.31,1.39,100.56,2.09,161.12,134
2017,10,27,26.35,85.25,18.19,4.22,100.4,1.48,243.19,109
2017,10,28,26.76,80.44,17.46,0.69,100.44,0.98,194.81,117
2017,10,29,26.61,80.81,17.4,0.45,100.51,1.82,59.25,119
2017,10,30,25.98,81.06,16.85,0.02,100.48,2.34,86.06,135
2017,11,13,26.04,90.19,18.98,1.56,100.28,1.61,130.31,114
2017,11,14,26.52,87.44,18.86,1.08,100.35,2.5,123.5,126
2017,11,15,26.65,87.81,19.1,0.32,100.37,2.75,109.31,137
2017,11,16,26.81,88.44,19.41,0.27,100.42,2.85,113.12,48
2017,11,17,27.33,87.19,19.78,0.11,100.33,1.67,201.12,89
2017,11,18,27.78,85.56,19.96,2.02,100.2,1.81,196.94,75
2017,11,19,26.38,86.94,18.62,11.36,100.17,2.48,240.5,68
2017,11,20,26.03,88.44,18.49,1.43,100.38,4,130.62,70
2017,11,21,26.63,87.06,18.8,0.06,100.36,2.45,112,82
2017,11,22,27.37,85.62,19.35,0.08,100.25,1.87,136.5,112
2017,11,23,27.26,86.81,19.59,1.07,100.28,1.74,155.94,126
2017,11,24,26.97,87.25,19.35,1,100.34,2.31,87.31,108
2017,11,25,26.5,86.06,18.55,0.66,100.48,1.75,181.62,96
2017,11,26,27.23,83.44,18.68,0.21,100.45,2.59,82.25,79
2017,11,27,27.12,84.44,18.86,1.85,100.26,2.13,132.44,87
2017,11,28,25.98,87.81,18.37,2.89,100.31,2.33,73.94,97
2017,11,29,25.55,90,18.43,9.76,100.31,1.98,83,128
2017,11,30,26.33,84.25,17.88,1.01,100.29,1.98,96.62,115
2017,12,1,26.84,81.62,17.94,1.13,100.25,1.62,133.25,116
2017,12,2,26.64,86.81,18.86,1.38,100.31,2.52,69.75,106
2017,12,3,26.76,87.12,19.1,5.37,100.35,1.83,139.12,105
2017,12,4,26.77,89.12,19.59,6.36,100.3,2.02,102.38,90
2017,12,5,26.23,86.88,18.43,1.25,100.42,1.29,82.25,119
2017,12,6,26.6,80.88,17.46,0.03,100.44,1.13,176.44,149
2017,12,7,27.56,79.5,18.13,0,100.46,0.85,132.06,106
2017,12,8,26.44,80.19,17.09,0.2,100.57,1.55,61.44,126
2017,12,19,21.46,72.5,11.47,0.01,100.84,3.62,96.12,121
2017,12,20,19.9,71.5,10.38,0.23,100.95,4.8,179.75,98
2017,12,21,22.48,76.31,12.94,0.77,100.69,4.83,149.44,74
2017,12,22,24.89,82.62,16.11,2.52,100.48,2.52,185.56,87
2017,12,23,26.69,76.06,16.42,0,100.32,1.05,146.06,86
2017,12,24,25.11,77.38,15.26,0,100.34,2.52,125.81,78
2017,12,26,24.92,84.81,16.72,2.23,100.39,4.5,96.19,60
2017,12,27,25.83,83.81,17.33,1.73,100.46,2.81,100.94,86
2017,12,28,26.77,83.81,18.19,0.18,100.46,2.16,183.25,111
2017,12,29,26.99,81.25,17.82,0.07,100.51,2.16,128.62,109
2017,12,30,26.76,78.19,16.91,0,100.49,2.35,68.88,100
2017,12,31,24.97,73.62,14.22,0,100.53,3.13,102.12,89
2018,1,1,24.98,70.69,13.61,0,100.41,1.91,110.94,96
2018,1,2,25.37,71.69,14.16,0,100.37,1.72,82.31,104
2018,1,3,26.55,76.56,16.24,0.06,100.3,1.85,157.75,135
2018,1,4,27.29,78,17.27,0.05,100.26,2.1,191.12,121
2018,1,5,26.9,81.81,17.82,0.03,100.28,2.85,140.88,61
2018,1,6,26.49,80.56,17.15,0,100.32,4.26,128.56,57
2018,1,7,26.51,82,17.46,0.01,100.46,3.84,129.75,55
2018,1,8,27.01,79.19,17.15,0.04,100.48,3.07,123,61
2018,1,9,27.53,77.5,17.21,0,100.54,2.59,123.38,74
2018,1,10,27.54,69.5,15.5,0.01,100.64,1.88,42.81,113
2018,1,11,25.86,67.5,13.73,0,100.65,2.23,76.94,89
2018,1,12,24.76,65.94,12.57,0,100.69,2.3,40.75,78
2018,1,13,24.83,66.44,12.57,0,100.65,1.81,154.12,126
2018,1,15,25.7,73.12,14.77,0,100.47,1.34,203.31,132
2018,1,16,26.44,75.88,15.99,0,100.38,1.41,207.31,122
2018,1,17,27.05,72.19,15.44,0,100.34,1.4,180.75,109
2018,1,18,27.16,72.81,15.75,0.32,100.33,1.65,213.5,134
2018,1,19,26.05,81.88,17.03,10.44,100.4,1.77,175.81,115
2018,1,20,26.9,76.75,16.54,4.67,100.34,2.48,74,122
2018,1,21,27.12,78,17.15,1.78,100.26,1.32,217.44,118
2018,1,22,26.9,80.56,17.64,1.83,100.23,0.98,188.94,141
2018,1,23,27.63,77.88,17.58,0.47,100.2,1.6,139.25,106
2018,1,24,27.69,73.38,16.54,0.1,100.17,1.91,125.06,109
2018,1,25,27.58,73.44,16.48,0.22,100.15,1.89,149.19,108
2018,1,26,28.06,71,16.24,0,100.19,1.51,177.5,117
2018,1,27,28.31,70.62,16.3,0.02,100.25,1.55,103.19,130
2018,1,28,28.12,74.62,17.15,4.75,100.29,1.75,236.62,97
2018,1,29,28.12,74.56,16.97,2.71,100.39,1.45,182.44,97
2018,1,30,27.98,73.38,16.66,0,100.44,1.67,203,116
2018,1,31,28.28,71,16.48,0.07,100.52,1.53,137,119
2018,2,1,28.34,64.38,14.83,0.19,100.54,1.88,148.44,112
2018,2,2,27.96,65.69,14.77,0,100.64,1.3,134.75,118
2018,2,3,27.25,58.31,12.39,0,100.71,2.43,29.69,137
2018,2,4,25.54,57.12,10.86,0,100.8,2.13,194.38,123
2018,2,5,25.13,58.5,10.86,0,100.89,1.7,95,140
2018,2,6,23.87,58.44,10.01,0,100.86,1.6,140.19,147
2018,2,7,24.26,64.94,11.35,0,100.75,2.33,198.56,142
2018,2,8,24.69,65,11.66,0,100.68,2.81,161.62,135
2018,2,9,25.45,67.5,12.7,0,100.63,2.32,171.38,126
2018,2,10,26.19,67,13.12,0,100.7,2.35,212.12,126
2018,2,11,26.81,66.88,13.61,0,100.75,1.94,149.44,137
2018,2,12,27.51,58.19,12.45,0,100.86,2.31,45.94,124
2018,2,13,27.11,56.31,11.78,0,100.9,1.77,150.06,134
2018,2,14,27.41,61.69,12.94,0,100.88,2.28,246.62,142
2018,2,15,27.65,64.88,13.61,0,100.76,2.88,201.19,133
2018,2,16,28.15,66.38,14.71,0,100.59,2.79,173.12,123
2018,2,17,28.33,66.44,14.89,0,100.47,2.77,148.62,92
2018,2,18,28.49,68.5,15.99,0.39,100.45,3.57,121.88,71
2018,2,19,28.88,62.5,14.47,0.02,100.46,4.38,115.94,72
2018,2,20,28.76,59.25,13.31,0.03,100.38,3.77,119.12,73
2018,2,21,28.69,63.62,14.47,0.07,100.31,3.99,123.25,69
2018,2,22,29.6,61.38,14.71,0.01,100.29,3.62,118,79
2018,2,23,30.07,57.12,13.79,0,100.41,3.79,110.38,90
2018,2,24,29.62,53.81,12.39,0,100.59,3.53,113.06,85
2018,2,25,29.84,56.75,13.67,0,100.5,2.66,110.38,98
2018,2,26,30.27,49.06,12.02,0,100.43,2.05,126.69,110
2018,2,27,30.04,53.19,13.37,0,100.4,2.47,177.25,114
2018,2,28,30.36,55.88,14.34,0,100.36,3.09,93.5,86
2018,3,1,30.08,60.88,15.38,0,100.3,4.07,127.06,53
2018,3,2,29.12,65.5,15.75,0,100.33,3.55,131.5,69
2018,3,3,29.29,66.38,16.11,0.02,100.29,4.26,139.31,68
2018,3,4,30.19,60.56,15.01,0,100.32,3.78,141.56,73
2018,3,5,30.03,63.75,15.99,0,100.38,4.59,134,73
2018,3,6,30.03,61.19,14.65,0,100.41,4.45,128.56,74
2018,3,7,30.49,56.31,13.73,0,100.37,4.41,119.94,81
2018,3,8,30.67,51.88,12.88,0,100.37,4.08,117.56,89
2018,3,9,31.2,46.56,12.15,0,100.42,2.65,73,108
